Global Size: 24708 byte                                                                                          Version 1.01 (Aug  6, 2014)
Object Version: 1
+=======+=====+=======================+============================================+==============+====================+===+===+===+===+===+
| OFS   | bit | parameter             | parameter                                  | data(hex)    | value              |TYP|SOC|SUB|PID|IDX|
|  6635 |     | MIDI                  | (External Set68 - Slider6) CC# Assign      | FF~77        | Off~CC#119         | 15|  0|  0| 47|  5|
|  6636 |     | MIDI                  | (External Set68 - Slider7) Channel         | 00~10        | 1~Gch              | 15|  0|  0| 46|  6|
|  6637 |     | MIDI                  | (External Set68 - Slider7) CC# Assign      | FF~77        | Off~CC#119         | 15|  0|  0| 47|  6|
|  6638 |     | MIDI                  | (External Set68 - Slider8) Channel         | 00~10        | 1~Gch              | 15|  0|  0| 46|  7|
|  6639 |     | MIDI                  | (External Set68 - Slider8) CC# Assign      | FF~77        | Off~CC#119         | 15|  0|  0| 47|  7|
|  6640 |     | MIDI                  | (External Set68 - SliderMaster) Channel    | 00~10        | 1~Gch              | 15|  0|  0| 46|  8|
|  6641 |     | MIDI                  | (External Set68 - SliderMaster) CC# Assign | FF~77        | Off~CC#119         | 15|  0|  0| 47|  8|
|  6642 |     | MIDI                  | (External Set68 - Pad1) Channel            | 00~10        | 1~Gch              |   |   |   |   |   |
|  6643 |     | MIDI                  | (External Set68 - Pad1) Velocity           | 01~7F        | 1~127              |   |   |   |   |   |
|  6644 |     | MIDI                  | (External Set68 - Pad1) Note/CC#           | FF~F7        | Off~CC#119         |   |   |   |   |   |
|  6645 |     |                       |                                            |              |                    |   |   |   |   |   |
|  6646 |     | MIDI                  | (External Set68 - Pad2) Channel            | 00~10        | 1~Gch              |   |   |   |   |   |
|  6647 |     | MIDI                  | (External Set68 - Pad2) Velocity           | 01~7F        | 1~127              |   |   |   |   |   |
|  6648 |     | MIDI                  | (External Set68 - Pad2) Note/CC#           | FF~F7        | Off~CC#119         |   |   |   |   |   |
|  6649 |     |                       |                                            |              |                    |   |   |   |   |   |
|  6650 |     | MIDI                  | (External Set68 - Pad3) Channel            | 00~10        | 1~Gch              |   |   |   |   |   |
|  6651 |     | MIDI                  | (External Set68 - Pad3) Velocity           | 01~7F        | 1~127              |   |   |   |   |   |
|  6652 |     | MIDI                  | (External Set68 - Pad3) Note/CC#           | FF~F7        | Off~CC#119         |   |   |   |   |   |
|  6653 |     |                       |                                            |              |                    |   |   |   |   |   |
|  6654 |     | MIDI                  | (External Set68 - Pad4) Channel            | 00~10        | 1~Gch              |   |   |   |   |   |
|  6655 |     | MIDI                  | (External Set68 - Pad4) Velocity           | 01~7F        | 1~127              |   |   |   |   |   |
|  6656 |     | MIDI                  | (External Set68 - Pad4) Note/CC#           | FF~F7        | Off~CC#119         |   |   |   |   |   |
|  6657 |     |                       |                                            |              |                    |   |   |   |   |   |
|  6658 |     | MIDI                  | (External Set68 - Pad5) Channel            | 00~10        | 1~Gch              |   |   |   |   |   |
|  6659 |     | MIDI                  | (External Set68 - Pad5) Velocity           | 01~7F        | 1~127              |   |   |   |   |   |
|  6660 |     | MIDI                  | (External Set68 - Pad5) Note/CC#           | FF~F7        | Off~CC#119         |   |   |   |   |   |
|  6661 |     |                       |                                            |              |                    |   |   |   |   |   |
|  6662 |     | MIDI                  | (External Set68 - Pad6) Channel            | 00~10        | 1~Gch              |   |   |   |   |   |
|  6663 |     | MIDI                  | (External Set68 - Pad6) Velocity           | 01~7F        | 1~127              |   |   |   |   |   |
|  6664 |     | MIDI                  | (External Set68 - Pad6) Note/CC#           | FF~F7        | Off~CC#119         |   |   |   |   |   |
|  6665 |     |                       |                                            |              |                    |   |   |   |   |   |
|  6666 |     | MIDI                  | (External Set68 - Pad7) Channel            | 00~10        | 1~Gch              |   |   |   |   |   |
|  6667 |     | MIDI                  | (External Set68 - Pad7) Velocity           | 01~7F        | 1~127              |   |   |   |   |   |
|  6668 |     | MIDI                  | (External Set68 - Pad7) Note/CC#           | FF~F7        | Off~CC#119         |   |   |   |   |   |
|  6669 |     |                       |                                            |              |                    |   |   |   |   |   |
|  6670 |     | MIDI                  | (External Set68 - Pad8) Channel            | 00~10        | 1~Gch              |   |   |   |   |   |
|  6671 |     | MIDI                  | (External Set68 - Pad8) Velocity           | 01~7F        | 1~127              |   |   |   |   |   |
|  6672 |     | MIDI                  | (External Set68 - Pad8) Note/CC#           | FF~F7        | Off~CC#119         |   |   |   |   |   |
|  6673 |     |                       |                                            |              |                    |   |   |   |   |   |
+=======+=====+=======================+============================================+==============+====================+===+===+===+===+===+
|  6674 |     | MIDI                  | (External Set69 - Knob1) Channel           | 00~10        | 1~Gch              | 15|  0|  0| 40|  0|
|  6675 |     | MIDI                  | (External Set69 - Knob1) CC# Assign        | FF~77        | Off~CC#119         | 15|  0|  0| 41|  0|
|  6676 |     | MIDI                  | (External Set69 - Knob2) Channel           | 00~10        | 1~Gch              | 15|  0|  0| 40|  1|
|  6677 |     | MIDI                  | (External Set69 - Knob2) CC# Assign        | FF~77        | Off~CC#119         | 15|  0|  0| 41|  1|
|  6678 |     | MIDI                  | (External Set69 - Knob3) Channel           | 00~10        | 1~Gch              | 15|  0|  0| 40|  2|
|  6679 |     | MIDI                  | (External Set69 - Knob3) CC# Assign        | FF~77        | Off~CC#119         | 15|  0|  0| 41|  2|
|  6680 |     | MIDI                  | (External Set69 - Knob4) Channel           | 00~10        | 1~Gch              | 15|  0|  0| 40|  3|
|  6681 |     | MIDI                  | (External Set69 - Knob4) CC# Assign        | FF~77        | Off~CC#119         | 15|  0|  0| 41|  3|
|  6682 |     | MIDI                  | (External Set69 - Knob5) Channel           | 00~10        | 1~Gch              | 15|  0|  0| 40|  4|
|  6683 |     | MIDI                  | (External Set69 - Knob5) CC# Assign        | FF~77        | Off~CC#119         | 15|  0|  0| 41|  4|
|  6684 |     | MIDI                  | (External Set69 - Knob6) Channel           | 00~10        | 1~Gch              | 15|  0|  0| 40|  5|
|  6685 |     | MIDI                  | (External Set69 - Knob6) CC# Assign        | FF~77        | Off~CC#119         | 15|  0|  0| 41|  5|
|  6686 |     | MIDI                  | (External Set69 - Knob7) Channel           | 00~10        | 1~Gch              | 15|  0|  0| 40|  6|
|  6687 |     | MIDI                  | (External Set69 - Knob7) CC# Assign        | FF~77        | Off~CC#119         | 15|  0|  0| 41|  6|
|  6688 |     | MIDI                  | (External Set69 - Knob8) Channel           | 00~10        | 1~Gch              | 15|  0|  0| 40|  7|
|  6689 |     | MIDI                  | (External Set69 - Knob8) CC# Assign        | FF~77        | Off~CC#119         | 15|  0|  0| 41|  7|
|  6690 |     | MIDI                  | (External Set69 - Switch1) Channel         | 00~10        | 1~Gch              | 15|  0|  0| 42|  0|
|  6691 |     | MIDI                  | (External Set69 - Switch1) CC# Assign      | FF~77        | Off~CC#119         | 15|  0|  0| 43|  0|
|  6692 |     | MIDI                  | (External Set69 - Switch2) Channel         | 00~10        | 1~Gch              | 15|  0|  0| 42|  1|
|  6693 |     | MIDI                  | (External Set69 - Switch2) CC# Assign      | FF~77        | Off~CC#119         | 15|  0|  0| 43|  1|
|  6694 |     | MIDI                  | (External Set69 - Switch3) Channel         | 00~10        | 1~Gch              | 15|  0|  0| 42|  2|
|  6695 |     | MIDI                  | (External Set69 - Switch3) CC# Assign      | FF~77        | Off~CC#119         | 15|  0|  0| 43|  2|
|  6696 |     | MIDI                  | (External Set69 - Switch4) Channel         | 00~10        | 1~Gch              | 15|  0|  0| 42|  3|
|  6697 |     | MIDI                  | (External Set69 - Switch4) CC# Assign      | FF~77        | Off~CC#119         | 15|  0|  0| 43|  3|
|  6698 |     | MIDI                  | (External Set69 - Switch5) Channel         | 00~10        | 1~Gch              | 15|  0|  0| 42|  4|
|  6699 |     | MIDI                  | (External Set69 - Switch5) CC# Assign      | FF~77        | Off~CC#119         | 15|  0|  0| 43|  4|
|  6700 |     | MIDI                  | (External Set69 - Switch6) Channel         | 00~10        | 1~Gch              | 15|  0|  0| 42|  5|
|  6701 |     | MIDI                  | (External Set69 - Switch6) CC# Assign      | FF~77        | Off~CC#119         | 15|  0|  0| 43|  5|
|  6702 |     | MIDI                  | (External Set69 - Switch7) Channel         | 00~10        | 1~Gch              | 15|  0|  0| 42|  6|
|  6703 |     | MIDI                  | (External Set69 - Switch7) CC# Assign      | FF~77        | Off~CC#119         | 15|  0|  0| 43|  6|
|  6704 |     | MIDI                  | (External Set69 - Switch8) Channel         | 00~10        | 1~Gch              | 15|  0|  0| 42|  7|
|  6705 |     | MIDI                  | (External Set69 - Switch8) CC# Assign      | FF~77        | Off~CC#119         | 15|  0|  0| 43|  7|
|  6706 |     | MIDI                  | (External Set69 - Switch9) Channel         | 00~10        | 1~Gch              | 15|  0|  0| 44|  0|
|  6707 |     | MIDI                  | (External Set69 - Switch9) CC# Assign      | FF~77        | Off~CC#119         | 15|  0|  0| 45|  0|
|  6708 |     | MIDI                  | (External Set69 - Switch10) Channel        | 00~10        | 1~Gch              | 15|  0|  0| 44|  1|
|  6709 |     | MIDI                  | (External Set69 - Switch10) CC# Assign     | FF~77        | Off~CC#119         | 15|  0|  0| 45|  1|
|  6710 |     | MIDI                  | (External Set69 - Switch11) Channel        | 00~10        | 1~Gch              | 15|  0|  0| 44|  2|
|  6711 |     | MIDI                  | (External Set69 - Switch11) CC# Assign     | FF~77        | Off~CC#119         | 15|  0|  0| 45|  2|
|  6712 |     | MIDI                  | (External Set69 - Switch12) Channel        | 00~10        | 1~Gch              | 15|  0|  0| 44|  3|
|  6713 |     | MIDI                  | (External Set69 - Switch12) CC# Assign     | FF~77        | Off~CC#119         | 15|  0|  0| 45|  3|
|  6714 |     | MIDI                  | (External Set69 - Switch13) Channel        | 00~10        | 1~Gch              | 15|  0|  0| 44|  4|
|  6715 |     | MIDI                  | (External Set69 - Switch13) CC# Assign     | FF~77        | Off~CC#119         | 15|  0|  0| 45|  4|
|  6716 |     | MIDI                  | (External Set69 - Switch14) Channel        | 00~10        | 1~Gch              | 15|  0|  0| 44|  5|
|  6717 |     | MIDI                  | (External Set69 - Switch14) CC# Assign     | FF~77        | Off~CC#119         | 15|  0|  0| 45|  5|
|  6718 |     | MIDI                  | (External Set69 - Switch15) Channel        | 00~10        | 1~Gch              | 15|  0|  0| 44|  6|
|  6719 |     | MIDI                  | (External Set69 - Switch15) CC# Assign     | FF~77        | Off~CC#119         | 15|  0|  0| 45|  6|
|  6720 |     | MIDI                  | (External Set69 - Switch16) Channel        | 00~10        | 1~Gch              | 15|  0|  0| 44|  7|
|  6721 |     | MIDI                  | (External Set69 - Switch16) CC# Assign     | FF~77        | Off~CC#119         | 15|  0|  0| 45|  7|
|  6722 |     | MIDI                  | (External Set69 - Slider1) Channel         | 00~10        | 1~Gch              | 15|  0|  0| 46|  0|
|  6723 |     | MIDI                  | (External Set69 - Slider1) CC# Assign      | FF~77        | Off~CC#119         | 15|  0|  0| 47|  0|
|  6724 |     | MIDI                  | (External Set69 - Slider2) Channel         | 00~10        | 1~Gch              | 15|  0|  0| 46|  1|
|  6725 |     | MIDI                  | (External Set69 - Slider2) CC# Assign      | FF~77        | Off~CC#119         | 15|  0|  0| 47|  1|
|  6726 |     | MIDI                  | (External Set69 - Slider3) Channel         | 00~10        | 1~Gch              | 15|  0|  0| 46|  2|
|  6727 |     | MIDI                  | (External Set69 - Slider3) CC# Assign      | FF~77        | Off~CC#119         | 15|  0|  0| 47|  2|
|  6728 |     | MIDI                  | (External Set69 - Slider4) Channel         | 00~10        | 1~Gch              | 15|  0|  0| 46|  3|
|  6729 |     | MIDI                  | (External Set69 - Slider4) CC# Assign      | FF~77        | Off~CC#119         | 15|  0|  0| 47|  3|
|  6730 |     | MIDI                  | (External Set69 - Slider5) Channel         | 00~10        | 1~Gch              | 15|  0|  0| 46|  4|
|  6731 |     | MIDI                  | (External Set69 - Slider5) CC# Assign      | FF~77        | Off~CC#119         | 15|  0|  0| 47|  4|
|  6732 |     | MIDI                  | (External Set69 - Slider6) Channel         | 00~10        | 1~Gch              | 15|  0|  0| 46|  5|
|  6733 |     | MIDI                  | (External Set69 - Slider6) CC# Assign      | FF~77        | Off~CC#119         | 15|  0|  0| 47|  5|
|  6734 |     | MIDI                  | (External Set69 - Slider7) Channel         | 00~10        | 1~Gch              | 15|  0|  0| 46|  6|
|  6735 |     | MIDI                  | (External Set69 - Slider7) CC# Assign      | FF~77        | Off~CC#119         | 15|  0|  0| 47|  6|
|  6736 |     | MIDI                  | (External Set69 - Slider8) Channel         | 00~10        | 1~Gch              | 15|  0|  0| 46|  7|
|  6737 |     | MIDI                  | (External Set69 - Slider8) CC# Assign      | FF~77        | Off~CC#119         | 15|  0|  0| 47|  7|
|  6738 |     | MIDI                  | (External Set69 - SliderMaster) Channel    | 00~10        | 1~Gch              | 15|  0|  0| 46|  8|
|  6739 |     | MIDI                  | (External Set69 - SliderMaster) CC# Assign | FF~77        | Off~CC#119         | 15|  0|  0| 47|  8|
|  6740 |     | MIDI                  | (External Set69 - Pad1) Channel            | 00~10        | 1~Gch              |   |   |   |   |   |
|  6741 |     | MIDI                  | (External Set69 - Pad1) Velocity           | 01~7F        | 1~127              |   |   |   |   |   |
|  6742 |     | MIDI                  | (External Set69 - Pad1) Note/CC#           | FF~F7        | Off~CC#119         |   |   |   |   |   |
|  6743 |     |                       |                                            |              |                    |   |   |   |   |   |
|  6744 |     | MIDI                  | (External Set69 - Pad2) Channel            | 00~10        | 1~Gch              |   |   |   |   |   |
|  6745 |     | MIDI                  | (External Set69 - Pad2) Velocity           | 01~7F        | 1~127              |   |   |   |   |   |
|  6746 |     | MIDI                  | (External Set69 - Pad2) Note/CC#           | FF~F7        | Off~CC#119         |   |   |   |   |   |
|  6747 |     |                       |                                            |              |                    |   |   |   |   |   |
|  6748 |     | MIDI                  | (External Set69 - Pad3) Channel            | 00~10        | 1~Gch              |   |   |   |   |   |
|  6749 |     | MIDI                  | (External Set69 - Pad3) Velocity           | 01~7F        | 1~127              |   |   |   |   |   |
|  6750 |     | MIDI                  | (External Set69 - Pad3) Note/CC#           | FF~F7        | Off~CC#119         |   |   |   |   |   |
|  6751 |     |                       |                                            |              |                    |   |   |   |   |   |
|  6752 |     | MIDI                  | (External Set69 - Pad4) Channel            | 00~10        | 1~Gch              |   |   |   |   |   |
|  6753 |     | MIDI                  | (External Set69 - Pad4) Velocity           | 01~7F        | 1~127              |   |   |   |   |   |
|  6754 |     | MIDI                  | (External Set69 - Pad4) Note/CC#           | FF~F7        | Off~CC#119         |   |   |   |   |   |
|  6755 |     |                       |                                            |              |                    |   |   |   |   |   |
|  6756 |     | MIDI                  | (External Set69 - Pad5) Channel            | 00~10        | 1~Gch              |   |   |   |   |   |
|  6757 |     | MIDI                  | (External Set69 - Pad5) Velocity           | 01~7F        | 1~127              |   |   |   |   |   |
|  6758 |     | MIDI                  | (External Set69 - Pad5) Note/CC#           | FF~F7        | Off~CC#119         |   |   |   |   |   |
|  6759 |     |                       |                                            |              |                    |   |   |   |   |   |
|  6760 |     | MIDI                  | (External Set69 - Pad6) Channel            | 00~10        | 1~Gch              |   |   |   |   |   |
|  6761 |     | MIDI                  | (External Set69 - Pad6) Velocity           | 01~7F        | 1~127              |   |   |   |   |   |
|  6762 |     | MIDI                  | (External Set69 - Pad6) Note/CC#           | FF~F7        | Off~CC#119         |   |   |   |   |   |
|  6763 |     |                       |                                            |              |                    |   |   |   |   |   |
|  6764 |     | MIDI                  | (External Set69 - Pad7) Channel            | 00~10        | 1~Gch              |   |   |   |   |   |
|  6765 |     | MIDI                  | (External Set69 - Pad7) Velocity           | 01~7F        | 1~127              |   |   |   |   |   |
|  6766 |     | MIDI                  | (External Set69 - Pad7) Note/CC#           | FF~F7        | Off~CC#119         |   |   |   |   |   |
|  6767 |     |                       |                                            |              |                    |   |   |   |   |   |
|  6768 |     | MIDI                  | (External Set69 - Pad8) Channel            | 00~10        | 1~Gch              |   |   |   |   |   |
|  6769 |     | MIDI                  | (External Set69 - Pad8) Velocity           | 01~7F        | 1~127              |   |   |   |   |   |
|  6770 |     | MIDI                  | (External Set69 - Pad8) Note/CC#           | FF~F7        | Off~CC#119         |   |   |   |   |   |
|  6771 |     |                       |                                            |              |                    |   |   |   |   |   |
+=======+=====+=======================+============================================+==============+====================+===+===+===+===+===+
|  6772 |     | MIDI                  | (External Set70 - Knob1) Channel           | 00~10        | 1~Gch              | 15|  0|  0| 40|  0|
|  6773 |     | MIDI                  | (External Set70 - Knob1) CC# Assign        | FF~77        | Off~CC#119         | 15|  0|  0| 41|  0|
|  6774 |     | MIDI                  | (External Set70 - Knob2) Channel           | 00~10        | 1~Gch              | 15|  0|  0| 40|  1|
|  6775 |     | MIDI                  | (External Set70 - Knob2) CC# Assign        | FF~77        | Off~CC#119         | 15|  0|  0| 41|  1|
|  6776 |     | MIDI                  | (External Set70 - Knob3) Channel           | 00~10        | 1~Gch              | 15|  0|  0| 40|  2|
|  6777 |     | MIDI                  | (External Set70 - Knob3) CC# Assign        | FF~77        | Off~CC#119         | 15|  0|  0| 41|  2|
|  6778 |     | MIDI                  | (External Set70 - Knob4) Channel           | 00~10        | 1~Gch              | 15|  0|  0| 40|  3|
|  6779 |     | MIDI                  | (External Set70 - Knob4) CC# Assign        | FF~77        | Off~CC#119         | 15|  0|  0| 41|  3|
|  6780 |     | MIDI                  | (External Set70 - Knob5) Channel           | 00~10        | 1~Gch              | 15|  0|  0| 40|  4|
|  6781 |     | MIDI                  | (External Set70 - Knob5) CC# Assign        | FF~77        | Off~CC#119         | 15|  0|  0| 41|  4|
|  6782 |     | MIDI                  | (External Set70 - Knob6) Channel           | 00~10        | 1~Gch              | 15|  0|  0| 40|  5|
|  6783 |     | MIDI                  | (External Set70 - Knob6) CC# Assign        | FF~77        | Off~CC#119         | 15|  0|  0| 41|  5|
|  6784 |     | MIDI                  | (External Set70 - Knob7) Channel           | 00~10        | 1~Gch              | 15|  0|  0| 40|  6|
|  6785 |     | MIDI                  | (External Set70 - Knob7) CC# Assign        | FF~77        | Off~CC#119         | 15|  0|  0| 41|  6|
|  6786 |     | MIDI                  | (External Set70 - Knob8) Channel           | 00~10        | 1~Gch              | 15|  0|  0| 40|  7|
|  6787 |     | MIDI                  | (External Set70 - Knob8) CC# Assign        | FF~77        | Off~CC#119         | 15|  0|  0| 41|  7|
|  6788 |     | MIDI                  | (External Set70 - Switch1) Channel         | 00~10        | 1~Gch              | 15|  0|  0| 42|  0|
|  6789 |     | MIDI                  | (External Set70 - Switch1) CC# Assign      | FF~77        | Off~CC#119         | 15|  0|  0| 43|  0|
|  6790 |     | MIDI                  | (External Set70 - Switch2) Channel         | 00~10        | 1~Gch              | 15|  0|  0| 42|  1|
|  6791 |     | MIDI                  | (External Set70 - Switch2) CC# Assign      | FF~77        | Off~CC#119         | 15|  0|  0| 43|  1|
|  6792 |     | MIDI                  | (External Set70 - Switch3) Channel         | 00~10        | 1~Gch              | 15|  0|  0| 42|  2|
|  6793 |     | MIDI                  | (External Set70 - Switch3) CC# Assign      | FF~77        | Off~CC#119         | 15|  0|  0| 43|  2|
|  6794 |     | MIDI                  | (External Set70 - Switch4) Channel         | 00~10        | 1~Gch              | 15|  0|  0| 42|  3|
|  6795 |     | MIDI                  | (External Set70 - Switch4) CC# Assign      | FF~77        | Off~CC#119         | 15|  0|  0| 43|  3|
|  6796 |     | MIDI                  | (External Set70 - Switch5) Channel         | 00~10        | 1~Gch              | 15|  0|  0| 42|  4|
|  6797 |     | MIDI                  | (External Set70 - Switch5) CC# Assign      | FF~77        | Off~CC#119         | 15|  0|  0| 43|  4|
|  6798 |     | MIDI                  | (External Set70 - Switch6) Channel         | 00~10        | 1~Gch              | 15|  0|  0| 42|  5|
|  6799 |     | MIDI                  | (External Set70 - Switch6) CC# Assign      | FF~77        | Off~CC#119         | 15|  0|  0| 43|  5|
|  6800 |     | MIDI                  | (External Set70 - Switch7) Channel         | 00~10        | 1~Gch              | 15|  0|  0| 42|  6|
|  6801 |     | MIDI                  | (External Set70 - Switch7) CC# Assign      | FF~77        | Off~CC#119         | 15|  0|  0| 43|  6|
|  6802 |     | MIDI                  | (External Set70 - Switch8) Channel         | 00~10        | 1~Gch              | 15|  0|  0| 42|  7|
|  6803 |     | MIDI                  | (External Set70 - Switch8) CC# Assign      | FF~77        | Off~CC#119         | 15|  0|  0| 43|  7|
|  6804 |     | MIDI                  | (External Set70 - Switch9) Channel         | 00~10        | 1~Gch              | 15|  0|  0| 44|  0|
|  6805 |     | MIDI                  | (External Set70 - Switch9) CC# Assign      | FF~77        | Off~CC#119         | 15|  0|  0| 45|  0|
|  6806 |     | MIDI                  | (External Set70 - Switch10) Channel        | 00~10        | 1~Gch              | 15|  0|  0| 44|  1|
|  6807 |     | MIDI                  | (External Set70 - Switch10) CC# Assign     | FF~77        | Off~CC#119         | 15|  0|  0| 45|  1|
|  6808 |     | MIDI                  | (External Set70 - Switch11) Channel        | 00~10        | 1~Gch              | 15|  0|  0| 44|  2|
|  6809 |     | MIDI                  | (External Set70 - Switch11) CC# Assign     | FF~77        | Off~CC#119         | 15|  0|  0| 45|  2|
|  6810 |     | MIDI                  | (External Set70 - Switch12) Channel        | 00~10        | 1~Gch              | 15|  0|  0| 44|  3|
|  6811 |     | MIDI                  | (External Set70 - Switch12) CC# Assign     | FF~77        | Off~CC#119         | 15|  0|  0| 45|  3|
|  6812 |     | MIDI                  | (External Set70 - Switch13) Channel        | 00~10        | 1~Gch              | 15|  0|  0| 44|  4|
|  6813 |     | MIDI                  | (External Set70 - Switch13) CC# Assign     | FF~77        | Off~CC#119         | 15|  0|  0| 45|  4|
|  6814 |     | MIDI                  | (External Set70 - Switch14) Channel        | 00~10        | 1~Gch              | 15|  0|  0| 44|  5|
|  6815 |     | MIDI                  | (External Set70 - Switch14) CC# Assign     | FF~77        | Off~CC#119         | 15|  0|  0| 45|  5|
|  6816 |     | MIDI                  | (External Set70 - Switch15) Channel        | 00~10        | 1~Gch              | 15|  0|  0| 44|  6|
|  6817 |     | MIDI                  | (External Set70 - Switch15) CC# Assign     | FF~77        | Off~CC#119         | 15|  0|  0| 45|  6|
|  6818 |     | MIDI                  | (External Set70 - Switch16) Channel        | 00~10        | 1~Gch              | 15|  0|  0| 44|  7|
|  6819 |     | MIDI                  | (External Set70 - Switch16) CC# Assign     | FF~77        | Off~CC#119         | 15|  0|  0| 45|  7|
|  6820 |     | MIDI                  | (External Set70 - Slider1) Channel         | 00~10        | 1~Gch              | 15|  0|  0| 46|  0|
|  6821 |     | MIDI                  | (External Set70 - Slider1) CC# Assign      | FF~77        | Off~CC#119         | 15|  0|  0| 47|  0|
|  6822 |     | MIDI                  | (External Set70 - Slider2) Channel         | 00~10        | 1~Gch              | 15|  0|  0| 46|  1|
|  6823 |     | MIDI                  | (External Set70 - Slider2) CC# Assign      | FF~77        | Off~CC#119         | 15|  0|  0| 47|  1|
|  6824 |     | MIDI                  | (External Set70 - Slider3) Channel         | 00~10        | 1~Gch              | 15|  0|  0| 46|  2|
|  6825 |     | MIDI                  | (External Set70 - Slider3) CC# Assign      | FF~77        | Off~CC#119         | 15|  0|  0| 47|  2|
|  6826 |     | MIDI                  | (External Set70 - Slider4) Channel         | 00~10        | 1~Gch              | 15|  0|  0| 46|  3|
|  6827 |     | MIDI                  | (External Set70 - Slider4) CC# Assign      | FF~77        | Off~CC#119         | 15|  0|  0| 47|  3|
|  6828 |     | MIDI                  | (External Set70 - Slider5) Channel         | 00~10        | 1~Gch              | 15|  0|  0| 46|  4|
|  6829 |     | MIDI                  | (External Set70 - Slider5) CC# Assign      | FF~77        | Off~CC#119         | 15|  0|  0| 47|  4|
|  6830 |     | MIDI                  | (External Set70 - Slider6) Channel         | 00~10        | 1~Gch              | 15|  0|  0| 46|  5|
|  6831 |     | MIDI                  | (External Set70 - Slider6) CC# Assign      | FF~77        | Off~CC#119         | 15|  0|  0| 47|  5|
|  6832 |     | MIDI                  | (External Set70 - Slider7) Channel         | 00~10        | 1~Gch              | 15|  0|  0| 46|  6|
|  6833 |     | MIDI                  | (External Set70 - Slider7) CC# Assign      | FF~77        | Off~CC#119         | 15|  0|  0| 47|  6|
|  6834 |     | MIDI                  | (External Set70 - Slider8) Channel         | 00~10        | 1~Gch              | 15|  0|  0| 46|  7|
|  6835 |     | MIDI                  | (External Set70 - Slider8) CC# Assign      | FF~77        | Off~CC#119         | 15|  0|  0| 47|  7|
|  6836 |     | MIDI                  | (External Set70 - SliderMaster) Channel    | 00~10        | 1~Gch              | 15|  0|  0| 46|  8|
|  6837 |     | MIDI                  | (External Set70 - SliderMaster) CC# Assign | FF~77        | Off~CC#119         | 15|  0|  0| 47|  8|
|  6838 |     | MIDI                  | (External Set70 - Pad1) Channel            | 00~10        | 1~Gch              |   |   |   |   |   |
|  6839 |     | MIDI                  | (External Set70 - Pad1) Velocity           | 01~7F        | 1~127              |   |   |   |   |   |
|  6840 |     | MIDI                  | (External Set70 - Pad1) Note/CC#           | FF~F7        | Off~CC#119         |   |   |   |   |   |
|  6841 |     |                       |                                            |              |                    |   |   |   |   |   |
|  6842 |     | MIDI                  | (External Set70 - Pad2) Channel            | 00~10        | 1~Gch              |   |   |   |   |   |
|  6843 |     | MIDI                  | (External Set70 - Pad2) Velocity           | 01~7F        | 1~127              |   |   |   |   |   |
|  6844 |     | MIDI                  | (External Set70 - Pad2) Note/CC#           | FF~F7        | Off~CC#119         |   |   |   |   |   |
|  6845 |     |                       |                                            |              |                    |   |   |   |   |   |
|  6846 |     | MIDI                  | (External Set70 - Pad3) Channel            | 00~10        | 1~Gch              |   |   |   |   |   |
|  6847 |     | MIDI                  | (External Set70 - Pad3) Velocity           | 01~7F        | 1~127              |   |   |   |   |   |
|  6848 |     | MIDI                  | (External Set70 - Pad3) Note/CC#           | FF~F7        | Off~CC#119         |   |   |   |   |   |
|  6849 |     |                       |                                            |              |                    |   |   |   |   |   |
|  6850 |     | MIDI                  | (External Set70 - Pad4) Channel            | 00~10        | 1~Gch              |   |   |   |   |   |
|  6851 |     | MIDI                  | (External Set70 - Pad4) Velocity           | 01~7F        | 1~127              |   |   |   |   |   |
|  6852 |     | MIDI                  | (External Set70 - Pad4) Note/CC#           | FF~F7        | Off~CC#119         |   |   |   |   |   |
|  6853 |     |                       |                                            |              |                    |   |   |   |   |   |
|  6854 |     | MIDI                  | (External Set70 - Pad5) Channel            | 00~10        | 1~Gch              |   |   |   |   |   |
|  6855 |     | MIDI                  | (External Set70 - Pad5) Velocity           | 01~7F        | 1~127              |   |   |   |   |   |
|  6856 |     | MIDI                  | (External Set70 - Pad5) Note/CC#           | FF~F7        | Off~CC#119         |   |   |   |   |   |
|  6857 |     |                       |                                            |              |                    |   |   |   |   |   |
|  6858 |     | MIDI                  | (External Set70 - Pad6) Channel            | 00~10        | 1~Gch              |   |   |   |   |   |
|  6859 |     | MIDI                  | (External Set70 - Pad6) Velocity           | 01~7F        | 1~127              |   |   |   |   |   |
|  6860 |     | MIDI                  | (External Set70 - Pad6) Note/CC#           | FF~F7        | Off~CC#119         |   |   |   |   |   |
|  6861 |     |                       |                                            |              |                    |   |   |   |   |   |
|  6862 |     | MIDI                  | (External Set70 - Pad7) Channel            | 00~10        | 1~Gch              |   |   |   |   |   |
|  6863 |     | MIDI                  | (External Set70 - Pad7) Velocity           | 01~7F        | 1~127              |   |   |   |   |   |
|  6864 |     | MIDI                  | (External Set70 - Pad7) Note/CC#           | FF~F7        | Off~CC#119         |   |   |   |   |   |
|  6865 |     |                       |                                            |              |                    |   |   |   |   |   |
|  6866 |     | MIDI                  | (External Set70 - Pad8) Channel            | 00~10        | 1~Gch              |   |   |   |   |   |
|  6867 |     | MIDI                  | (External Set70 - Pad8) Velocity           | 01~7F        | 1~127              |   |   |   |   |   |
