Song Control Size: 5264 byte
Object Version: 0
+=======+=====+=======================+============================================+==============+====================+===+===+===+===+===+
| OFS   | bit | parameter             | parameter                                  | data(hex)    | value              |TYP|SOC|SUB|PID|IDX|
|  4132 |     | Pattern 80            | Name                                       |              |                    |   |   |   |   |   |
|  4133 |     | Pattern 80            | Name                                       |              |                    |   |   |   |   |   |
|  4134 |     | Pattern 80            | Name                                       |              |                    |   |   |   |   |   |
|  4135 |     | Pattern 80            | Name                                       |              |                    |   |   |   |   |   |
|  4136 |     | Pattern 80            | Length                                     | 01~63        | 0~99               |   |   |   |   |   |
|  4137 |     | Pattern 80            | Meter                                      | 10~3F        | 1/4~16/16          |   |   |   |   |   |
|  4138 |     | Pattern 80            | (Reserved)                                 |              |                    |   |   |   |   |   |
|  4139 |     | Pattern 80            | (Reserved)                                 |              |                    |   |   |   |   |   |
|  4140 |     | Pattern 80            | Event Offset                               | 000000~249EF8| 0~2399992          |   |   |   |   |   |
|  4141 |     |                       |                                            |              |                    |   |   |   |   |   |
|  4142 |     |                       |                                            |              |                    |   |   |   |   |   |
|  4143 |     |                       |                                            |              |                    |   |   |   |   |   |
+=======+=====+=======================+============================================+==============+====================+===+===+===+===+===+
|  4144 |     | Pattern 81            | Name                                       |              |                    |   |   |   |   |   |
|  4145 |     | Pattern 81            | Name                                       |              |                    |   |   |   |   |   |
|  4146 |     | Pattern 81            | Name                                       |              |                    |   |   |   |   |   |
|  4147 |     | Pattern 81            | Name                                       |              |                    |   |   |   |   |   |
|  4148 |     | Pattern 81            | Name                                       |              |                    |   |   |   |   |   |
|  4149 |     | Pattern 81            | Name                                       |              |                    |   |   |   |   |   |
|  4150 |     | Pattern 81            | Name                                       |              |                    |   |   |   |   |   |
|  4151 |     | Pattern 81            | Name                                       |              |                    |   |   |   |   |   |
|  4152 |     | Pattern 81            | Name                                       |              |                    |   |   |   |   |   |
|  4153 |     | Pattern 81            | Name                                       |              |                    |   |   |   |   |   |
|  4154 |     | Pattern 81            | Name                                       |              |                    |   |   |   |   |   |
|  4155 |     | Pattern 81            | Name                                       |              |                    |   |   |   |   |   |
|  4156 |     | Pattern 81            | Name                                       |              |                    |   |   |   |   |   |
|  4157 |     | Pattern 81            | Name                                       |              |                    |   |   |   |   |   |
|  4158 |     | Pattern 81            | Name                                       |              |                    |   |   |   |   |   |
|  4159 |     | Pattern 81            | Name                                       |              |                    |   |   |   |   |   |
|  4160 |     | Pattern 81            | Name                                       |              |                    |   |   |   |   |   |
|  4161 |     | Pattern 81            | Name                                       |              |                    |   |   |   |   |   |
|  4162 |     | Pattern 81            | Name                                       |              |                    |   |   |   |   |   |
|  4163 |     | Pattern 81            | Name                                       |              |                    |   |   |   |   |   |
|  4164 |     | Pattern 81            | Name                                       |              |                    |   |   |   |   |   |
|  4165 |     | Pattern 81            | Name                                       |              |                    |   |   |   |   |   |
|  4166 |     | Pattern 81            | Name                                       |              |                    |   |   |   |   |   |
|  4167 |     | Pattern 81            | Name                                       |              |                    |   |   |   |   |   |
|  4168 |     | Pattern 81            | Length                                     | 01~63        | 0~99               |   |   |   |   |   |
|  4169 |     | Pattern 81            | Meter                                      | 10~3F        | 1/4~16/16          |   |   |   |   |   |
|  4170 |     | Pattern 81            | (Reserved)                                 |              |                    |   |   |   |   |   |
|  4171 |     | Pattern 81            | (Reserved)                                 |              |                    |   |   |   |   |   |
|  4172 |     | Pattern 81            | Event Offset                               | 000000~249EF8| 0~2399992          |   |   |   |   |   |
|  4173 |     |                       |                                            |              |                    |   |   |   |   |   |
|  4174 |     |                       |                                            |              |                    |   |   |   |   |   |
|  4175 |     |                       |                                            |              |                    |   |   |   |   |   |
+=======+=====+=======================+============================================+==============+====================+===+===+===+===+===+
|  4176 |     | Pattern 82            | Name                                       |              |                    |   |   |   |   |   |
|  4177 |     | Pattern 82            | Name                                       |              |                    |   |   |   |   |   |
|  4178 |     | Pattern 82            | Name                                       |              |                    |   |   |   |   |   |
|  4179 |     | Pattern 82            | Name                                       |              |                    |   |   |   |   |   |
|  4180 |     | Pattern 82            | Name                                       |              |                    |   |   |   |   |   |
|  4181 |     | Pattern 82            | Name                                       |              |                    |   |   |   |   |   |
|  4182 |     | Pattern 82            | Name                                       |              |                    |   |   |   |   |   |
|  4183 |     | Pattern 82            | Name                                       |              |                    |   |   |   |   |   |
|  4184 |     | Pattern 82            | Name                                       |              |                    |   |   |   |   |   |
|  4185 |     | Pattern 82            | Name                                       |              |                    |   |   |   |   |   |
|  4186 |     | Pattern 82            | Name                                       |              |                    |   |   |   |   |   |
|  4187 |     | Pattern 82            | Name                                       |              |                    |   |   |   |   |   |
|  4188 |     | Pattern 82            | Name                                       |              |                    |   |   |   |   |   |
|  4189 |     | Pattern 82            | Name                                       |              |                    |   |   |   |   |   |
|  4190 |     | Pattern 82            | Name                                       |              |                    |   |   |   |   |   |
|  4191 |     | Pattern 82            | Name                                       |              |                    |   |   |   |   |   |
|  4192 |     | Pattern 82            | Name                                       |              |                    |   |   |   |   |   |
|  4193 |     | Pattern 82            | Name                                       |              |                    |   |   |   |   |   |
|  4194 |     | Pattern 82            | Name                                       |              |                    |   |   |   |   |   |
|  4195 |     | Pattern 82            | Name                                       |              |                    |   |   |   |   |   |
|  4196 |     | Pattern 82            | Name                                       |              |                    |   |   |   |   |   |
|  4197 |     | Pattern 82            | Name                                       |              |                    |   |   |   |   |   |
|  4198 |     | Pattern 82            | Name                                       |              |                    |   |   |   |   |   |
|  4199 |     | Pattern 82            | Name                                       |              |                    |   |   |   |   |   |
|  4200 |     | Pattern 82            | Length                                     | 01~63        | 0~99               |   |   |   |   |   |
|  4201 |     | Pattern 82            | Meter                                      | 10~3F        | 1/4~16/16          |   |   |   |   |   |
|  4202 |     | Pattern 82            | (Reserved)                                 |              |                    |   |   |   |   |   |
|  4203 |     | Pattern 82            | (Reserved)                                 |              |                    |   |   |   |   |   |
|  4204 |     | Pattern 82            | Event Offset                               | 000000~249EF8| 0~2399992          |   |   |   |   |   |
|  4205 |     |                       |                                            |              |                    |   |   |   |   |   |
|  4206 |     |                       |                                            |              |                    |   |   |   |   |   |
|  4207 |     |                       |                                            |              |                    |   |   |   |   |   |
+=======+=====+=======================+============================================+==============+====================+===+===+===+===+===+
|  4208 |     | Pattern 83            | Name                                       |              |                    |   |   |   |   |   |
|  4209 |     | Pattern 83            | Name                                       |              |                    |   |   |   |   |   |
|  4210 |     | Pattern 83            | Name                                       |              |                    |   |   |   |   |   |
|  4211 |     | Pattern 83            | Name                                       |              |                    |   |   |   |   |   |
|  4212 |     | Pattern 83            | Name                                       |              |                    |   |   |   |   |   |
|  4213 |     | Pattern 83            | Name                                       |              |                    |   |   |   |   |   |
|  4214 |     | Pattern 83            | Name                                       |              |                    |   |   |   |   |   |
|  4215 |     | Pattern 83            | Name                                       |              |                    |   |   |   |   |   |
|  4216 |     | Pattern 83            | Name                                       |              |                    |   |   |   |   |   |
|  4217 |     | Pattern 83            | Name                                       |              |                    |   |   |   |   |   |
|  4218 |     | Pattern 83            | Name                                       |              |                    |   |   |   |   |   |
|  4219 |     | Pattern 83            | Name                                       |              |                    |   |   |   |   |   |
|  4220 |     | Pattern 83            | Name                                       |              |                    |   |   |   |   |   |
|  4221 |     | Pattern 83            | Name                                       |              |                    |   |   |   |   |   |
|  4222 |     | Pattern 83            | Name                                       |              |                    |   |   |   |   |   |
|  4223 |     | Pattern 83            | Name                                       |              |                    |   |   |   |   |   |
|  4224 |     | Pattern 83            | Name                                       |              |                    |   |   |   |   |   |
|  4225 |     | Pattern 83            | Name                                       |              |                    |   |   |   |   |   |
|  4226 |     | Pattern 83            | Name                                       |              |                    |   |   |   |   |   |
|  4227 |     | Pattern 83            | Name                                       |              |                    |   |   |   |   |   |
|  4228 |     | Pattern 83            | Name                                       |              |                    |   |   |   |   |   |
|  4229 |     | Pattern 83            | Name                                       |              |                    |   |   |   |   |   |
|  4230 |     | Pattern 83            | Name                                       |              |                    |   |   |   |   |   |
|  4231 |     | Pattern 83            | Name                                       |              |                    |   |   |   |   |   |
|  4232 |     | Pattern 83            | Length                                     | 01~63        | 0~99               |   |   |   |   |   |
|  4233 |     | Pattern 83            | Meter                                      | 10~3F        | 1/4~16/16          |   |   |   |   |   |
|  4234 |     | Pattern 83            | (Reserved)                                 |              |                    |   |   |   |   |   |
|  4235 |     | Pattern 83            | (Reserved)                                 |              |                    |   |   |   |   |   |
|  4236 |     | Pattern 83            | Event Offset                               | 000000~249EF8| 0~2399992          |   |   |   |   |   |
|  4237 |     |                       |                                            |              |                    |   |   |   |   |   |
|  4238 |     |                       |                                            |              |                    |   |   |   |   |   |
|  4239 |     |                       |                                            |              |                    |   |   |   |   |   |
+=======+=====+=======================+============================================+==============+====================+===+===+===+===+===+
|  4240 |     | Pattern 84            | Name                                       |              |                    |   |   |   |   |   |
|  4241 |     | Pattern 84            | Name                                       |              |                    |   |   |   |   |   |
|  4242 |     | Pattern 84            | Name                                       |              |                    |   |   |   |   |   |
|  4243 |     | Pattern 84            | Name                                       |              |                    |   |   |   |   |   |
|  4244 |     | Pattern 84            | Name                                       |              |                    |   |   |   |   |   |
|  4245 |     | Pattern 84            | Name                                       |              |                    |   |   |   |   |   |
|  4246 |     | Pattern 84            | Name                                       |              |                    |   |   |   |   |   |
|  4247 |     | Pattern 84            | Name                                       |              |                    |   |   |   |   |   |
|  4248 |     | Pattern 84            | Name                                       |              |                    |   |   |   |   |   |
|  4249 |     | Pattern 84            | Name                                       |              |                    |   |   |   |   |   |
|  4250 |     | Pattern 84            | Name                                       |              |                    |   |   |   |   |   |
|  4251 |     | Pattern 84            | Name                                       |              |                    |   |   |   |   |   |
|  4252 |     | Pattern 84            | Name                                       |              |                    |   |   |   |   |   |
|  4253 |     | Pattern 84            | Name                                       |              |                    |   |   |   |   |   |
|  4254 |     | Pattern 84            | Name                                       |              |                    |   |   |   |   |   |
|  4255 |     | Pattern 84            | Name                                       |              |                    |   |   |   |   |   |
|  4256 |     | Pattern 84            | Name                                       |              |                    |   |   |   |   |   |
|  4257 |     | Pattern 84            | Name                                       |              |                    |   |   |   |   |   |
|  4258 |     | Pattern 84            | Name                                       |              |                    |   |   |   |   |   |
|  4259 |     | Pattern 84            | Name                                       |              |                    |   |   |   |   |   |
|  4260 |     | Pattern 84            | Name                                       |              |                    |   |   |   |   |   |
|  4261 |     | Pattern 84            | Name                                       |              |                    |   |   |   |   |   |
|  4262 |     | Pattern 84            | Name                                       |              |                    |   |   |   |   |   |
|  4263 |     | Pattern 84            | Name                                       |              |                    |   |   |   |   |   |
|  4264 |     | Pattern 84            | Length                                     | 01~63        | 0~99               |   |   |   |   |   |
|  4265 |     | Pattern 84            | Meter                                      | 10~3F        | 1/4~16/16          |   |   |   |   |   |
|  4266 |     | Pattern 84            | (Reserved)                                 |              |                    |   |   |   |   |   |
|  4267 |     | Pattern 84            | (Reserved)                                 |              |                    |   |   |   |   |   |
|  4268 |     | Pattern 84            | Event Offset                               | 000000~249EF8| 0~2399992          |   |   |   |   |   |
|  4269 |     |                       |                                            |              |                    |   |   |   |   |   |
|  4270 |     |                       |                                            |              |                    |   |   |   |   |   |
|  4271 |     |                       |                                            |              |                    |   |   |   |   |   |
+=======+=====+=======================+============================================+==============+====================+===+===+===+===+===+
|  4272 |     | Pattern 85            | Name                                       |              |                    |   |   |   |   |   |
|  4273 |     | Pattern 85            | Name                                       |              |                    |   |   |   |   |   |
|  4274 |     | Pattern 85            | Name                                       |              |                    |   |   |   |   |   |
|  4275 |     | Pattern 85            | Name                                       |              |                    |   |   |   |   |   |
|  4276 |     | Pattern 85            | Name                                       |              |                    |   |   |   |   |   |
|  4277 |     | Pattern 85            | Name                                       |              |                    |   |   |   |   |   |
|  4278 |     | Pattern 85            | Name                                       |              |                    |   |   |   |   |   |
|  4279 |     | Pattern 85            | Name                                       |              |                    |   |   |   |   |   |
|  4280 |     | Pattern 85            | Name                                       |              |                    |   |   |   |   |   |
|  4281 |     | Pattern 85            | Name                                       |              |                    |   |   |   |   |   |
|  4282 |     | Pattern 85            | Name                                       |              |                    |   |   |   |   |   |
|  4283 |     | Pattern 85            | Name                                       |              |                    |   |   |   |   |   |
|  4284 |     | Pattern 85            | Name                                       |              |                    |   |   |   |   |   |
|  4285 |     | Pattern 85            | Name                                       |              |                    |   |   |   |   |   |
|  4286 |     | Pattern 85            | Name                                       |              |                    |   |   |   |   |   |
|  4287 |     | Pattern 85            | Name                                       |              |                    |   |   |   |   |   |
|  4288 |     | Pattern 85            | Name                                       |              |                    |   |   |   |   |   |
|  4289 |     | Pattern 85            | Name                                       |              |                    |   |   |   |   |   |
|  4290 |     | Pattern 85            | Name                                       |              |                    |   |   |   |   |   |
|  4291 |     | Pattern 85            | Name                                       |              |                    |   |   |   |   |   |
|  4292 |     | Pattern 85            | Name                                       |              |                    |   |   |   |   |   |
|  4293 |     | Pattern 85            | Name                                       |              |                    |   |   |   |   |   |
|  4294 |     | Pattern 85            | Name                                       |              |                    |   |   |   |   |   |
|  4295 |     | Pattern 85            | Name                                       |              |                    |   |   |   |   |   |
|  4296 |     | Pattern 85            | Length                                     | 01~63        | 0~99               |   |   |   |   |   |
|  4297 |     | Pattern 85            | Meter                                      | 10~3F        | 1/4~16/16          |   |   |   |   |   |
|  4298 |     | Pattern 85            | (Reserved)                                 |              |                    |   |   |   |   |   |
|  4299 |     | Pattern 85            | (Reserved)                                 |              |                    |   |   |   |   |   |
|  4300 |     | Pattern 85            | Event Offset                               | 000000~249EF8| 0~2399992          |   |   |   |   |   |
|  4301 |     |                       |                                            |              |                    |   |   |   |   |   |
|  4302 |     |                       |                                            |              |                    |   |   |   |   |   |
|  4303 |     |                       |                                            |              |                    |   |   |   |   |   |
+=======+=====+=======================+============================================+==============+====================+===+===+===+===+===+
|  4304 |     | Pattern 86            | Name                                       |              |                    |   |   |   |   |   |
|  4305 |     | Pattern 86            | Name                                       |              |                    |   |   |   |   |   |
|  4306 |     | Pattern 86            | Name                                       |              |                    |   |   |   |   |   |
|  4307 |     | Pattern 86            | Name                                       |              |                    |   |   |   |   |   |
|  4308 |     | Pattern 86            | Name                                       |              |                    |   |   |   |   |   |
|  4309 |     | Pattern 86            | Name                                       |              |                    |   |   |   |   |   |
|  4310 |     | Pattern 86            | Name                                       |              |                    |   |   |   |   |   |
|  4311 |     | Pattern 86            | Name                                       |              |                    |   |   |   |   |   |
|  4312 |     | Pattern 86            | Name                                       |              |                    |   |   |   |   |   |
|  4313 |     | Pattern 86            | Name                                       |              |                    |   |   |   |   |   |
|  4314 |     | Pattern 86            | Name                                       |              |                    |   |   |   |   |   |
|  4315 |     | Pattern 86            | Name                                       |              |                    |   |   |   |   |   |
|  4316 |     | Pattern 86            | Name                                       |              |                    |   |   |   |   |   |
|  4317 |     | Pattern 86            | Name                                       |              |                    |   |   |   |   |   |
|  4318 |     | Pattern 86            | Name                                       |              |                    |   |   |   |   |   |
|  4319 |     | Pattern 86            | Name                                       |              |                    |   |   |   |   |   |
|  4320 |     | Pattern 86            | Name                                       |              |                    |   |   |   |   |   |
|  4321 |     | Pattern 86            | Name                                       |              |                    |   |   |   |   |   |
|  4322 |     | Pattern 86            | Name                                       |              |                    |   |   |   |   |   |
|  4323 |     | Pattern 86            | Name                                       |              |                    |   |   |   |   |   |
|  4324 |     | Pattern 86            | Name                                       |              |                    |   |   |   |   |   |
|  4325 |     | Pattern 86            | Name                                       |              |                    |   |   |   |   |   |
|  4326 |     | Pattern 86            | Name                                       |              |                    |   |   |   |   |   |
|  4327 |     | Pattern 86            | Name                                       |              |                    |   |   |   |   |   |
|  4328 |     | Pattern 86            | Length                                     | 01~63        | 0~99               |   |   |   |   |   |
|  4329 |     | Pattern 86            | Meter                                      | 10~3F        | 1/4~16/16          |   |   |   |   |   |
|  4330 |     | Pattern 86            | (Reserved)                                 |              |                    |   |   |   |   |   |
|  4331 |     | Pattern 86            | (Reserved)                                 |              |                    |   |   |   |   |   |
|  4332 |     | Pattern 86            | Event Offset                               | 000000~249EF8| 0~2399992          |   |   |   |   |   |
|  4333 |     |                       |                                            |              |                    |   |   |   |   |   |
|  4334 |     |                       |                                            |              |                    |   |   |   |   |   |
|  4335 |     |                       |                                            |              |                    |   |   |   |   |   |
+=======+=====+=======================+============================================+==============+====================+===+===+===+===+===+
|  4336 |     | Pattern 87            | Name                                       |              |                    |   |   |   |   |   |
|  4337 |     | Pattern 87            | Name                                       |              |                    |   |   |   |   |   |
|  4338 |     | Pattern 87            | Name                                       |              |                    |   |   |   |   |   |
|  4339 |     | Pattern 87            | Name                                       |              |                    |   |   |   |   |   |
|  4340 |     | Pattern 87            | Name                                       |              |                    |   |   |   |   |   |
|  4341 |     | Pattern 87            | Name                                       |              |                    |   |   |   |   |   |
|  4342 |     | Pattern 87            | Name                                       |              |                    |   |   |   |   |   |
|  4343 |     | Pattern 87            | Name                                       |              |                    |   |   |   |   |   |
|  4344 |     | Pattern 87            | Name                                       |              |                    |   |   |   |   |   |
|  4345 |     | Pattern 87            | Name                                       |              |                    |   |   |   |   |   |
|  4346 |     | Pattern 87            | Name                                       |              |                    |   |   |   |   |   |
|  4347 |     | Pattern 87            | Name                                       |              |                    |   |   |   |   |   |
|  4348 |     | Pattern 87            | Name                                       |              |                    |   |   |   |   |   |
|  4349 |     | Pattern 87            | Name                                       |              |                    |   |   |   |   |   |
|  4350 |     | Pattern 87            | Name                                       |              |                    |   |   |   |   |   |
|  4351 |     | Pattern 87            | Name                                       |              |                    |   |   |   |   |   |
|  4352 |     | Pattern 87            | Name                                       |              |                    |   |   |   |   |   |
|  4353 |     | Pattern 87            | Name                                       |              |                    |   |   |   |   |   |
|  4354 |     | Pattern 87            | Name                                       |              |                    |   |   |   |   |   |
|  4355 |     | Pattern 87            | Name                                       |              |                    |   |   |   |   |   |
|  4356 |     | Pattern 87            | Name                                       |              |                    |   |   |   |   |   |
|  4357 |     | Pattern 87            | Name                                       |              |                    |   |   |   |   |   |
|  4358 |     | Pattern 87            | Name                                       |              |                    |   |   |   |   |   |
|  4359 |     | Pattern 87            | Name                                       |              |                    |   |   |   |   |   |
|  4360 |     | Pattern 87            | Length                                     | 01~63        | 0~99               |   |   |   |   |   |
|  4361 |     | Pattern 87            | Meter                                      | 10~3F        | 1/4~16/16          |   |   |   |   |   |
|  4362 |     | Pattern 87            | (Reserved)                                 |              |                    |   |   |   |   |   |
|  4363 |     | Pattern 87            | (Reserved)                                 |              |                    |   |   |   |   |   |
|  4364 |     | Pattern 87            | Event Offset                               | 000000~249EF8| 0~2399992          |   |   |   |   |   |
|  4365 |     |                       |                                            |              |                    |   |   |   |   |   |
|  4366 |     |                       |                                            |              |                    |   |   |   |   |   |
|  4367 |     |                       |                                            |              |                    |   |   |   |   |   |
+=======+=====+=======================+============================================+==============+====================+===+===+===+===+===+
|  4368 |     | Pattern 88            | Name                                       |              |                    |   |   |   |   |   |
|  4369 |     | Pattern 88            | Name                                       |              |                    |   |   |   |   |   |
|  4370 |     | Pattern 88            | Name                                       |              |                    |   |   |   |   |   |
|  4371 |     | Pattern 88            | Name                                       |              |                    |   |   |   |   |   |
|  4372 |     | Pattern 88            | Name                                       |              |                    |   |   |   |   |   |
|  4373 |     | Pattern 88            | Name                                       |              |                    |   |   |   |   |   |
|  4374 |     | Pattern 88            | Name                                       |              |                    |   |   |   |   |   |
|  4375 |     | Pattern 88            | Name                                       |              |                    |   |   |   |   |   |
|  4376 |     | Pattern 88            | Name                                       |              |                    |   |   |   |   |   |
|  4377 |     | Pattern 88            | Name                                       |              |                    |   |   |   |   |   |
|  4378 |     | Pattern 88            | Name                                       |              |                    |   |   |   |   |   |
|  4379 |     | Pattern 88            | Name                                       |              |                    |   |   |   |   |   |
|  4380 |     | Pattern 88            | Name                                       |              |                    |   |   |   |   |   |
|  4381 |     | Pattern 88            | Name                                       |              |                    |   |   |   |   |   |
|  4382 |     | Pattern 88            | Name                                       |              |                    |   |   |   |   |   |
|  4383 |     | Pattern 88            | Name                                       |              |                    |   |   |   |   |   |
|  4384 |     | Pattern 88            | Name                                       |              |                    |   |   |   |   |   |
|  4385 |     | Pattern 88            | Name                                       |              |                    |   |   |   |   |   |
|  4386 |     | Pattern 88            | Name                                       |              |                    |   |   |   |   |   |
|  4387 |     | Pattern 88            | Name                                       |              |                    |   |   |   |   |   |
|  4388 |     | Pattern 88            | Name                                       |              |                    |   |   |   |   |   |
|  4389 |     | Pattern 88            | Name                                       |              |                    |   |   |   |   |   |
|  4390 |     | Pattern 88            | Name                                       |              |                    |   |   |   |   |   |
|  4391 |     | Pattern 88            | Name                                       |              |                    |   |   |   |   |   |
|  4392 |     | Pattern 88            | Length                                     | 01~63        | 0~99               |   |   |   |   |   |
|  4393 |     | Pattern 88            | Meter                                      | 10~3F        | 1/4~16/16          |   |   |   |   |   |
|  4394 |     | Pattern 88            | (Reserved)                                 |              |                    |   |   |   |   |   |
|  4395 |     | Pattern 88            | (Reserved)                                 |              |                    |   |   |   |   |   |
|  4396 |     | Pattern 88            | Event Offset                               | 000000~249EF8| 0~2399992          |   |   |   |   |   |
|  4397 |     |                       |                                            |              |                    |   |   |   |   |   |
|  4398 |     |                       |                                            |              |                    |   |   |   |   |   |
|  4399 |     |                       |                                            |              |                    |   |   |   |   |   |
+=======+=====+=======================+============================================+==============+====================+===+===+===+===+===+
|  4400 |     | Pattern 89            | Name                                       |              |                    |   |   |   |   |   |
|  4401 |     | Pattern 89            | Name                                       |              |                    |   |   |   |   |   |
|  4402 |     | Pattern 89            | Name                                       |              |                    |   |   |   |   |   |
|  4403 |     | Pattern 89            | Name                                       |              |                    |   |   |   |   |   |
|  4404 |     | Pattern 89            | Name                                       |              |                    |   |   |   |   |   |
|  4405 |     | Pattern 89            | Name                                       |              |                    |   |   |   |   |   |
|  4406 |     | Pattern 89            | Name                                       |              |                    |   |   |   |   |   |
|  4407 |     | Pattern 89            | Name                                       |              |                    |   |   |   |   |   |
|  4408 |     | Pattern 89            | Name                                       |              |                    |   |   |   |   |   |
|  4409 |     | Pattern 89            | Name                                       |              |                    |   |   |   |   |   |
|  4410 |     | Pattern 89            | Name                                       |              |                    |   |   |   |   |   |
|  4411 |     | Pattern 89            | Name                                       |              |                    |   |   |   |   |   |
|  4412 |     | Pattern 89            | Name                                       |              |                    |   |   |   |   |   |
|  4413 |     | Pattern 89            | Name                                       |              |                    |   |   |   |   |   |
|  4414 |     | Pattern 89            | Name                                       |              |                    |   |   |   |   |   |
|  4415 |     | Pattern 89            | Name                                       |              |                    |   |   |   |   |   |
|  4416 |     | Pattern 89            | Name                                       |              |                    |   |   |   |   |   |
|  4417 |     | Pattern 89            | Name                                       |              |                    |   |   |   |   |   |
|  4418 |     | Pattern 89            | Name                                       |              |                    |   |   |   |   |   |
|  4419 |     | Pattern 89            | Name                                       |              |                    |   |   |   |   |   |
|  4420 |     | Pattern 89            | Name                                       |              |                    |   |   |   |   |   |
|  4421 |     | Pattern 89            | Name                                       |              |                    |   |   |   |   |   |
|  4422 |     | Pattern 89            | Name                                       |              |                    |   |   |   |   |   |
|  4423 |     | Pattern 89            | Name                                       |              |                    |   |   |   |   |   |
|  4424 |     | Pattern 89            | Length                                     | 01~63        | 0~99               |   |   |   |   |   |
|  4425 |     | Pattern 89            | Meter                                      | 10~3F        | 1/4~16/16          |   |   |   |   |   |
|  4426 |     | Pattern 89            | (Reserved)                                 |              |                    |   |   |   |   |   |
|  4427 |     | Pattern 89            | (Reserved)                                 |              |                    |   |   |   |   |   |
|  4428 |     | Pattern 89            | Event Offset                               | 000000~249EF8| 0~2399992          |   |   |   |   |   |
|  4429 |     |                       |                                            |              |                    |   |   |   |   |   |
|  4430 |     |                       |                                            |              |                    |   |   |   |   |   |
|  4431 |     |                       |                                            |              |                    |   |   |   |   |   |
+=======+=====+=======================+============================================+==============+====================+===+===+===+===+===+
|  4432 |     | Pattern 90            | Name                                       |              |                    |   |   |   |   |   |
|  4433 |     | Pattern 90            | Name                                       |              |                    |   |   |   |   |   |
|  4434 |     | Pattern 90            | Name                                       |              |                    |   |   |   |   |   |
|  4435 |     | Pattern 90            | Name                                       |              |                    |   |   |   |   |   |
|  4436 |     | Pattern 90            | Name                                       |              |                    |   |   |   |   |   |
|  4437 |     | Pattern 90            | Name                                       |              |                    |   |   |   |   |   |
|  4438 |     | Pattern 90            | Name                                       |              |                    |   |   |   |   |   |
|  4439 |     | Pattern 90            | Name                                       |              |                    |   |   |   |   |   |
|  4440 |     | Pattern 90            | Name                                       |              |                    |   |   |   |   |   |
|  4441 |     | Pattern 90            | Name                                       |              |                    |   |   |   |   |   |
