Song Control Size: 5264 byte
Object Version: 0
+=======+=====+=======================+============================================+==============+====================+===+===+===+===+===+
| OFS   | bit | parameter             | parameter                                  | data(hex)    | value              |TYP|SOC|SUB|PID|IDX|
|  1411 |     |                       |                                            |              |                    |   |   |   |   |   |
|  1412 |     | Audio Track 11        | Channel                                    | 01~02        | Mono~Stereo        |   |   |   |   |   |
|  1413 | 6   | Audio Track 11        | Pan Mode Balance                           | 00~01        | Off~On             |   |   |   |   |   |
|       | 7   | Audio Track 11        | Pair                                       | 00~01        | Off~On             |   |   |   |   |   |
|  1414 |     | Audio Track 11        | Source Bus Select                          | 00~13        | Input1~Indiv.8     |  4| 10|  0|  0|  0|
|  1415 |     | Audio Track 11        | Volume                                     | 00~7F        | 0~127              | 32| 10|  0| 10|  0|
|  1416 |     | Audio Track 11        | Delay Time                                 | 0000~1770    | 0~6000             |  4| 10|  0|  2|  0|
|  1417 |     |                       |                                            |              |                    |   |   |   |   |   |
|  1418 | 0~3 | Audio Track 11        | Delay Tempo Base Note                      | 00~09        | 1/32~1/1           |  4| 10|  0|  3|  0|
|       | 7   | Audio Track 11        | Delay Mode                                 | 00~01        | Time~Tempo         |  4| 10|  0|  1|  0|
|  1419 |     | Audio Track 11        | Delay Tempo Times                          | 01~20        | x1~x32             |  4| 10|  0|  4|  0|
|  1420 |     | Audio Track 11        | Pan                                        | 00~7F        | RND~R127           | 32| 10|  0|  7|  0|
|  1421 |     | Audio Track 11        | Send1                                      | 00~7F        | 0~127              | 32| 10|  0|  8|  0|
|  1422 |     | Audio Track 11        | Send2                                      | 00~7F        | 0~127              | 32| 10|  0|  9|  0|
|  1423 | 0~4 | Audio Track 11        | Bus Select                                 | 00~19        | L/R~Off            | 32| 10|  0|  0|  0|
|       | 5~6 | Audio Track 11        | FX Control Bus                             | 00~02        | Off~FX Control2    | 32| 10|  0| 13|  0|
|  1424 |     | Audio Track 11        | HDR Bus Select                             | 00~06        | Off~3/4            | 32| 10|  0| 14|  0|
|  1425 |     | Audio Track 11        | (Reserved)                                 |              |                    |   |   |   |   |   |
|  1426 | 0~6 | Audio Track 11        | (Track EQ) Trim                            | 00~63        | 0~99               | 32| 10|  0|  2|  0|
|       | 7   | Audio Track 11        | (Track EQ) Bypass                          | 0~1          | Normal~Bypass      | 32| 10|  0|  1|  0|
|  1427 |     | Audio Track 11        | (Track EQ) Padding                         |              |                    |   |   |   |   |   |
|  1428 |     | Audio Track 11        | (Track EQ) Mid Freq                        | 00~A5        | 100~10.0k          | 32| 10|  0|  4|  0|
|  1429 |     | Audio Track 11        | (Track EQ) Low Gain                        | DC~24        | -18.0~+18.0        | 32| 10|  0|  3|  0|
|  1430 |     | Audio Track 11        | (Track EQ) Mid Gain                        | DC~24        | -18.0~+18.0        | 32| 10|  0|  5|  0|
|  1431 |     | Audio Track 11        | (Track EQ) High Gain                       | DC~24        | -18.0~+18.0        | 32| 10|  0|  6|  0|
+=======+=====+=======================+============================================+==============+====================+===+===+===+===+===+
|  1432 |     | Audio Track 12        | Event Offset                               | 000000~249EF8| 0~2399992          |   |   |   |   |   |
|  1433 |     |                       |                                            |              |                    |   |   |   |   |   |
|  1434 |     |                       |                                            |              |                    |   |   |   |   |   |
|  1435 |     |                       |                                            |              |                    |   |   |   |   |   |
|  1436 |     | Audio Track 12        | Channel                                    | 01~02        | Mono~Stereo        |   |   |   |   |   |
|  1437 | 6   | Audio Track 12        | Pan Mode Balance                           | 00~01        | Off~On             |   |   |   |   |   |
|       | 7   | Audio Track 12        | Pair                                       | 00~01        | Off~On             |   |   |   |   |   |
|  1438 |     | Audio Track 12        | Source Bus Select                          | 00~13        | Input1~Indiv.8     |  4| 11|  0|  0|  0|
|  1439 |     | Audio Track 12        | Volume                                     | 00~7F        | 0~127              | 32| 11|  0| 10|  0|
|  1440 |     | Audio Track 12        | Delay Time                                 | 0000~1770    | 0~6000             |  4| 11|  0|  2|  0|
|  1441 |     |                       |                                            |              |                    |   |   |   |   |   |
|  1442 | 0~3 | Audio Track 12        | Delay Tempo Base Note                      | 00~09        | 1/32~1/1           |  4| 11|  0|  3|  0|
|       | 7   | Audio Track 12        | Delay Mode                                 | 00~01        | Time~Tempo         |  4| 11|  0|  1|  0|
|  1443 |     | Audio Track 12        | Delay Tempo Times                          | 01~20        | x1~x32             |  4| 11|  0|  4|  0|
|  1444 |     | Audio Track 12        | Pan                                        | 00~7F        | RND~R127           | 32| 11|  0|  7|  0|
|  1445 |     | Audio Track 12        | Send1                                      | 00~7F        | 0~127              | 32| 11|  0|  8|  0|
|  1446 |     | Audio Track 12        | Send2                                      | 00~7F        | 0~127              | 32| 11|  0|  9|  0|
|  1447 | 0~4 | Audio Track 12        | Bus Select                                 | 00~19        | L/R~Off            | 32| 11|  0|  0|  0|
|       | 5~6 | Audio Track 12        | FX Control Bus                             | 00~02        | Off~FX Control2    | 32| 11|  0| 13|  0|
|  1448 |     | Audio Track 12        | HDR Bus Select                             | 00~06        | Off~3/4            | 32| 11|  0| 14|  0|
|  1449 |     | Audio Track 12        | (Reserved)                                 |              |                    |   |   |   |   |   |
|  1450 | 0~6 | Audio Track 12        | (Track EQ) Trim                            | 00~63        | 0~99               | 32| 11|  0|  2|  0|
|       | 7   | Audio Track 12        | (Track EQ) Bypass                          | 0~1          | Normal~Bypass      | 32| 11|  0|  1|  0|
|  1451 |     | Audio Track 12        | (Track EQ) Padding                         |              |                    |   |   |   |   |   |
|  1452 |     | Audio Track 12        | (Track EQ) Mid Freq                        | 00~A5        | 100~10.0k          | 32| 11|  0|  4|  0|
|  1453 |     | Audio Track 12        | (Track EQ) Low Gain                        | DC~24        | -18.0~+18.0        | 32| 11|  0|  3|  0|
|  1454 |     | Audio Track 12        | (Track EQ) Mid Gain                        | DC~24        | -18.0~+18.0        | 32| 11|  0|  5|  0|
|  1455 |     | Audio Track 12        | (Track EQ) High Gain                       | DC~24        | -18.0~+18.0        | 32| 11|  0|  6|  0|
+=======+=====+=======================+============================================+==============+====================+===+===+===+===+===+
|  1456 |     | Audio Track 13        | Event Offset                               | 000000~249EF8| 0~2399992          |   |   |   |   |   |
|  1457 |     |                       |                                            |              |                    |   |   |   |   |   |
|  1458 |     |                       |                                            |              |                    |   |   |   |   |   |
|  1459 |     |                       |                                            |              |                    |   |   |   |   |   |
|  1460 |     | Audio Track 13        | Channel                                    | 01~02        | Mono~Stereo        |   |   |   |   |   |
|  1461 | 6   | Audio Track 13        | Pan Mode Balance                           | 00~01        | Off~On             |   |   |   |   |   |
|       | 7   | Audio Track 13        | Pair                                       | 00~01        | Off~On             |   |   |   |   |   |
|  1462 |     | Audio Track 13        | Source Bus Select                          | 00~13        | Input1~Indiv.8     |  4| 12|  0|  0|  0|
|  1463 |     | Audio Track 13        | Volume                                     | 00~7F        | 0~127              | 32| 12|  0| 10|  0|
|  1464 |     | Audio Track 13        | Delay Time                                 | 0000~1770    | 0~6000             |  4| 12|  0|  2|  0|
|  1465 |     |                       |                                            |              |                    |   |   |   |   |   |
|  1466 | 0~3 | Audio Track 13        | Delay Tempo Base Note                      | 00~09        | 1/32~1/1           |  4| 12|  0|  3|  0|
|       | 7   | Audio Track 13        | Delay Mode                                 | 00~01        | Time~Tempo         |  4| 12|  0|  1|  0|
|  1467 |     | Audio Track 13        | Delay Tempo Times                          | 01~20        | x1~x32             |  4| 12|  0|  4|  0|
|  1468 |     | Audio Track 13        | Pan                                        | 00~7F        | RND~R127           | 32| 12|  0|  7|  0|
|  1469 |     | Audio Track 13        | Send1                                      | 00~7F        | 0~127              | 32| 12|  0|  8|  0|
|  1470 |     | Audio Track 13        | Send2                                      | 00~7F        | 0~127              | 32| 12|  0|  9|  0|
|  1471 | 0~4 | Audio Track 13        | Bus Select                                 | 00~19        | L/R~Off            | 32| 12|  0|  0|  0|
|       | 5~6 | Audio Track 13        | FX Control Bus                             | 00~02        | Off~FX Control2    | 32| 12|  0| 13|  0|
|  1472 |     | Audio Track 13        | HDR Bus Select                             | 00~06        | Off~3/4            | 32| 12|  0| 14|  0|
|  1473 |     | Audio Track 13        | (Reserved)                                 |              |                    |   |   |   |   |   |
|  1474 | 0~6 | Audio Track 13        | (Track EQ) Trim                            | 00~63        | 0~99               | 32| 12|  0|  2|  0|
|       | 7   | Audio Track 13        | (Track EQ) Bypass                          | 0~1          | Normal~Bypass      | 32| 12|  0|  1|  0|
|  1475 |     | Audio Track 13        | (Track EQ) Padding                         |              |                    |   |   |   |   |   |
|  1476 |     | Audio Track 13        | (Track EQ) Mid Freq                        | 00~A5        | 100~10.0k          | 32| 12|  0|  4|  0|
|  1477 |     | Audio Track 13        | (Track EQ) Low Gain                        | DC~24        | -18.0~+18.0        | 32| 12|  0|  3|  0|
|  1478 |     | Audio Track 13        | (Track EQ) Mid Gain                        | DC~24        | -18.0~+18.0        | 32| 12|  0|  5|  0|
|  1479 |     | Audio Track 13        | (Track EQ) High Gain                       | DC~24        | -18.0~+18.0        | 32| 12|  0|  6|  0|
+=======+=====+=======================+============================================+==============+====================+===+===+===+===+===+
|  1480 |     | Audio Track 14        | Event Offset                               | 000000~249EF8| 0~2399992          |   |   |   |   |   |
|  1481 |     |                       |                                            |              |                    |   |   |   |   |   |
|  1482 |     |                       |                                            |              |                    |   |   |   |   |   |
|  1483 |     |                       |                                            |              |                    |   |   |   |   |   |
|  1484 |     | Audio Track 14        | Channel                                    | 01~02        | Mono~Stereo        |   |   |   |   |   |
|  1485 | 6   | Audio Track 14        | Pan Mode Balance                           | 00~01        | Off~On             |   |   |   |   |   |
|       | 7   | Audio Track 14        | Pair                                       | 00~01        | Off~On             |   |   |   |   |   |
|  1486 |     | Audio Track 14        | Source Bus Select                          | 00~13        | Input1~Indiv.8     |  4| 13|  0|  0|  0|
|  1487 |     | Audio Track 14        | Volume                                     | 00~7F        | 0~127              | 32| 13|  0| 10|  0|
|  1488 |     | Audio Track 14        | Delay Time                                 | 0000~1770    | 0~6000             |  4| 13|  0|  2|  0|
|  1489 |     |                       |                                            |              |                    |   |   |   |   |   |
|  1490 | 0~3 | Audio Track 14        | Delay Tempo Base Note                      | 00~09        | 1/32~1/1           |  4| 13|  0|  3|  0|
|       | 7   | Audio Track 14        | Delay Mode                                 | 00~01        | Time~Tempo         |  4| 13|  0|  1|  0|
|  1491 |     | Audio Track 14        | Delay Tempo Times                          | 01~20        | x1~x32             |  4| 13|  0|  4|  0|
|  1492 |     | Audio Track 14        | Pan                                        | 00~7F        | RND~R127           | 32| 13|  0|  7|  0|
|  1493 |     | Audio Track 14        | Send1                                      | 00~7F        | 0~127              | 32| 13|  0|  8|  0|
|  1494 |     | Audio Track 14        | Send2                                      | 00~7F        | 0~127              | 32| 13|  0|  9|  0|
|  1495 | 0~4 | Audio Track 14        | Bus Select                                 | 00~19        | L/R~Off            | 32| 13|  0|  0|  0|
|       | 5~6 | Audio Track 14        | FX Control Bus                             | 00~02        | Off~FX Control2    | 32| 13|  0| 13|  0|
|  1496 |     | Audio Track 14        | HDR Bus Select                             | 00~06        | Off~3/4            | 32| 13|  0| 14|  0|
|  1497 |     | Audio Track 14        | (Reserved)                                 |              |                    |   |   |   |   |   |
|  1498 | 0~6 | Audio Track 14        | (Track EQ) Trim                            | 00~63        | 0~99               | 32| 13|  0|  2|  0|
|       | 7   | Audio Track 14        | (Track EQ) Bypass                          | 0~1          | Normal~Bypass      | 32| 13|  0|  1|  0|
|  1499 |     | Audio Track 14        | (Track EQ) Padding                         |              |                    |   |   |   |   |   |
|  1500 |     | Audio Track 14        | (Track EQ) Mid Freq                        | 00~A5        | 100~10.0k          | 32| 13|  0|  4|  0|
|  1501 |     | Audio Track 14        | (Track EQ) Low Gain                        | DC~24        | -18.0~+18.0        | 32| 13|  0|  3|  0|
|  1502 |     | Audio Track 14        | (Track EQ) Mid Gain                        | DC~24        | -18.0~+18.0        | 32| 13|  0|  5|  0|
|  1503 |     | Audio Track 14        | (Track EQ) High Gain                       | DC~24        | -18.0~+18.0        | 32| 13|  0|  6|  0|
+=======+=====+=======================+============================================+==============+====================+===+===+===+===+===+
|  1504 |     | Audio Track 15        | Event Offset                               | 000000~249EF8| 0~2399992          |   |   |   |   |   |
|  1505 |     |                       |                                            |              |                    |   |   |   |   |   |
|  1506 |     |                       |                                            |              |                    |   |   |   |   |   |
|  1507 |     |                       |                                            |              |                    |   |   |   |   |   |
|  1508 |     | Audio Track 15        | Channel                                    | 01~02        | Mono~Stereo        |   |   |   |   |   |
|  1509 | 6   | Audio Track 15        | Pan Mode Balance                           | 00~01        | Off~On             |   |   |   |   |   |
|       | 7   | Audio Track 15        | Pair                                       | 00~01        | Off~On             |   |   |   |   |   |
|  1510 |     | Audio Track 15        | Source Bus Select                          | 00~13        | Input1~Indiv.8     |  4| 14|  0|  0|  0|
|  1511 |     | Audio Track 15        | Volume                                     | 00~7F        | 0~127              | 32| 14|  0| 10|  0|
|  1512 |     | Audio Track 15        | Delay Time                                 | 0000~1770    | 0~6000             |  4| 14|  0|  2|  0|
|  1513 |     |                       |                                            |              |                    |   |   |   |   |   |
|  1514 | 0~3 | Audio Track 15        | Delay Tempo Base Note                      | 00~09        | 1/32~1/1           |  4| 14|  0|  3|  0|
|       | 7   | Audio Track 15        | Delay Mode                                 | 00~01        | Time~Tempo         |  4| 14|  0|  1|  0|
|  1515 |     | Audio Track 15        | Delay Tempo Times                          | 01~20        | x1~x32             |  4| 14|  0|  4|  0|
|  1516 |     | Audio Track 15        | Pan                                        | 00~7F        | RND~R127           | 32| 14|  0|  7|  0|
|  1517 |     | Audio Track 15        | Send1                                      | 00~7F        | 0~127              | 32| 14|  0|  8|  0|
|  1518 |     | Audio Track 15        | Send2                                      | 00~7F        | 0~127              | 32| 14|  0|  9|  0|
|  1519 | 0~4 | Audio Track 15        | Bus Select                                 | 00~19        | L/R~Off            | 32| 14|  0|  0|  0|
|       | 5~6 | Audio Track 15        | FX Control Bus                             | 00~02        | Off~FX Control2    | 32| 14|  0| 13|  0|
|  1520 |     | Audio Track 15        | HDR Bus Select                             | 00~06        | Off~3/4            | 32| 14|  0| 14|  0|
|  1521 |     | Audio Track 15        | (Reserved)                                 |              |                    |   |   |   |   |   |
|  1522 | 0~6 | Audio Track 15        | (Track EQ) Trim                            | 00~63        | 0~99               | 32| 14|  0|  2|  0|
|       | 7   | Audio Track 15        | (Track EQ) Bypass                          | 0~1          | Normal~Bypass      | 32| 14|  0|  1|  0|
|  1523 |     | Audio Track 15        | (Track EQ) Padding                         |              |                    |   |   |   |   |   |
|  1524 |     | Audio Track 15        | (Track EQ) Mid Freq                        | 00~A5        | 100~10.0k          | 32| 14|  0|  4|  0|
|  1525 |     | Audio Track 15        | (Track EQ) Low Gain                        | DC~24        | -18.0~+18.0        | 32| 14|  0|  3|  0|
|  1526 |     | Audio Track 15        | (Track EQ) Mid Gain                        | DC~24        | -18.0~+18.0        | 32| 14|  0|  5|  0|
|  1527 |     | Audio Track 15        | (Track EQ) High Gain                       | DC~24        | -18.0~+18.0        | 32| 14|  0|  6|  0|
+=======+=====+=======================+============================================+==============+====================+===+===+===+===+===+
|  1528 |     | Audio Track 16        | Event Offset                               | 000000~249EF8| 0~2399992          |   |   |   |   |   |
|  1529 |     |                       |                                            |              |                    |   |   |   |   |   |
|  1530 |     |                       |                                            |              |                    |   |   |   |   |   |
|  1531 |     |                       |                                            |              |                    |   |   |   |   |   |
|  1532 |     | Audio Track 16        | Channel                                    | 01~02        | Mono~Stereo        |   |   |   |   |   |
|  1533 | 6   | Audio Track 16        | Pan Mode Balance                           | 00~01        | Off~On             |   |   |   |   |   |
|       | 7   | Audio Track 16        | Pair                                       | 00~01        | Off~On             |   |   |   |   |   |
|  1534 |     | Audio Track 16        | Source Bus Select                          | 00~13        | Input1~Indiv.8     |  4| 15|  0|  0|  0|
|  1535 |     | Audio Track 16        | Volume                                     | 00~7F        | 0~127              | 32| 15|  0| 10|  0|
|  1536 |     | Audio Track 16        | Delay Time                                 | 0000~1770    | 0~6000             |  4| 15|  0|  2|  0|
|  1537 |     |                       |                                            |              |                    |   |   |   |   |   |
|  1538 | 0~3 | Audio Track 16        | Delay Tempo Base Note                      | 00~09        | 1/32~1/1           |  4| 15|  0|  3|  0|
|       | 7   | Audio Track 16        | Delay Mode                                 | 00~01        | Time~Tempo         |  4| 15|  0|  1|  0|
|  1539 |     | Audio Track 16        | Delay Tempo Times                          | 01~20        | x1~x32             |  4| 15|  0|  4|  0|
|  1540 |     | Audio Track 16        | Pan                                        | 00~7F        | RND~R127           | 32| 15|  0|  7|  0|
|  1541 |     | Audio Track 16        | Send1                                      | 00~7F        | 0~127              | 32| 15|  0|  8|  0|
|  1542 |     | Audio Track 16        | Send2                                      | 00~7F        | 0~127              | 32| 15|  0|  9|  0|
|  1543 | 0~4 | Audio Track 16        | Bus Select                                 | 00~19        | L/R~Off            | 32| 15|  0|  0|  0|
|       | 5~6 | Audio Track 16        | FX Control Bus                             | 00~02        | Off~FX Control2    | 32| 15|  0| 13|  0|
|  1544 |     | Audio Track 16        | HDR Bus Select                             | 00~06        | Off~3/4            | 32| 15|  0| 14|  0|
|  1545 |     | Audio Track 16        | (Reserved)                                 |              |                    |   |   |   |   |   |
|  1546 | 0~6 | Audio Track 16        | (Track EQ) Trim                            | 00~63        | 0~99               | 32| 15|  0|  2|  0|
|       | 7   | Audio Track 16        | (Track EQ) Bypass                          | 0~1          | Normal~Bypass      | 32| 15|  0|  1|  0|
|  1547 |     | Audio Track 16        | (Track EQ) Padding                         |              |                    |   |   |   |   |   |
|  1548 |     | Audio Track 16        | (Track EQ) Mid Freq                        | 00~A5        | 100~10.0k          | 32| 15|  0|  4|  0|
|  1549 |     | Audio Track 16        | (Track EQ) Low Gain                        | DC~24        | -18.0~+18.0        | 32| 15|  0|  3|  0|
|  1550 |     | Audio Track 16        | (Track EQ) Mid Gain                        | DC~24        | -18.0~+18.0        | 32| 15|  0|  5|  0|
|  1551 |     | Audio Track 16        | (Track EQ) High Gain                       | DC~24        | -18.0~+18.0        | 32| 15|  0|  6|  0|
+=======+=====+=======================+============================================+==============+====================+===+===+===+===+===+
|  1552 |     | Pattern 00            | Name                                       |              |                    |   |   |   |   |   |
|  1553 |     | Pattern 00            | Name                                       |              |                    |   |   |   |   |   |
|  1554 |     | Pattern 00            | Name                                       |              |                    |   |   |   |   |   |
|  1555 |     | Pattern 00            | Name                                       |              |                    |   |   |   |   |   |
|  1556 |     | Pattern 00            | Name                                       |              |                    |   |   |   |   |   |
|  1557 |     | Pattern 00            | Name                                       |              |                    |   |   |   |   |   |
|  1558 |     | Pattern 00            | Name                                       |              |                    |   |   |   |   |   |
|  1559 |     | Pattern 00            | Name                                       |              |                    |   |   |   |   |   |
|  1560 |     | Pattern 00            | Name                                       |              |                    |   |   |   |   |   |
|  1561 |     | Pattern 00            | Name                                       |              |                    |   |   |   |   |   |
|  1562 |     | Pattern 00            | Name                                       |              |                    |   |   |   |   |   |
|  1563 |     | Pattern 00            | Name                                       |              |                    |   |   |   |   |   |
|  1564 |     | Pattern 00            | Name                                       |              |                    |   |   |   |   |   |
|  1565 |     | Pattern 00            | Name                                       |              |                    |   |   |   |   |   |
|  1566 |     | Pattern 00            | Name                                       |              |                    |   |   |   |   |   |
|  1567 |     | Pattern 00            | Name                                       |              |                    |   |   |   |   |   |
|  1568 |     | Pattern 00            | Name                                       |              |                    |   |   |   |   |   |
|  1569 |     | Pattern 00            | Name                                       |              |                    |   |   |   |   |   |
|  1570 |     | Pattern 00            | Name                                       |              |                    |   |   |   |   |   |
|  1571 |     | Pattern 00            | Name                                       |              |                    |   |   |   |   |   |
|  1572 |     | Pattern 00            | Name                                       |              |                    |   |   |   |   |   |
|  1573 |     | Pattern 00            | Name                                       |              |                    |   |   |   |   |   |
|  1574 |     | Pattern 00            | Name                                       |              |                    |   |   |   |   |   |
|  1575 |     | Pattern 00            | Name                                       |              |                    |   |   |   |   |   |
|  1576 |     | Pattern 00            | Length                                     | 01~63        | 0~99               |   |   |   |   |   |
|  1577 |     | Pattern 00            | Meter                                      | 10~3F        | 1/4~16/16          |   |   |   |   |   |
|  1578 |     | Pattern 00            | (Reserved)                                 |              |                    |   |   |   |   |   |
|  1579 |     | Pattern 00            | (Reserved)                                 |              |                    |   |   |   |   |   |
|  1580 |     | Pattern 00            | Event Offset                               | 000000~249EF8| 0~2399992          |   |   |   |   |   |
|  1581 |     |                       |                                            |              |                    |   |   |   |   |   |
|  1582 |     |                       |                                            |              |                    |   |   |   |   |   |
|  1583 |     |                       |                                            |              |                    |   |   |   |   |   |
+=======+=====+=======================+============================================+==============+====================+===+===+===+===+===+
|  1584 |     | Pattern 01            | Name                                       |              |                    |   |   |   |   |   |
|  1585 |     | Pattern 01            | Name                                       |              |                    |   |   |   |   |   |
|  1586 |     | Pattern 01            | Name                                       |              |                    |   |   |   |   |   |
|  1587 |     | Pattern 01            | Name                                       |              |                    |   |   |   |   |   |
|  1588 |     | Pattern 01            | Name                                       |              |                    |   |   |   |   |   |
|  1589 |     | Pattern 01            | Name                                       |              |                    |   |   |   |   |   |
|  1590 |     | Pattern 01            | Name                                       |              |                    |   |   |   |   |   |
|  1591 |     | Pattern 01            | Name                                       |              |                    |   |   |   |   |   |
|  1592 |     | Pattern 01            | Name                                       |              |                    |   |   |   |   |   |
|  1593 |     | Pattern 01            | Name                                       |              |                    |   |   |   |   |   |
|  1594 |     | Pattern 01            | Name                                       |              |                    |   |   |   |   |   |
|  1595 |     | Pattern 01            | Name                                       |              |                    |   |   |   |   |   |
|  1596 |     | Pattern 01            | Name                                       |              |                    |   |   |   |   |   |
|  1597 |     | Pattern 01            | Name                                       |              |                    |   |   |   |   |   |
|  1598 |     | Pattern 01            | Name                                       |              |                    |   |   |   |   |   |
|  1599 |     | Pattern 01            | Name                                       |              |                    |   |   |   |   |   |
|  1600 |     | Pattern 01            | Name                                       |              |                    |   |   |   |   |   |
|  1601 |     | Pattern 01            | Name                                       |              |                    |   |   |   |   |   |
|  1602 |     | Pattern 01            | Name                                       |              |                    |   |   |   |   |   |
|  1603 |     | Pattern 01            | Name                                       |              |                    |   |   |   |   |   |
|  1604 |     | Pattern 01            | Name                                       |              |                    |   |   |   |   |   |
|  1605 |     | Pattern 01            | Name                                       |              |                    |   |   |   |   |   |
|  1606 |     | Pattern 01            | Name                                       |              |                    |   |   |   |   |   |
|  1607 |     | Pattern 01            | Name                                       |              |                    |   |   |   |   |   |
|  1608 |     | Pattern 01            | Length                                     | 01~63        | 0~99               |   |   |   |   |   |
|  1609 |     | Pattern 01            | Meter                                      | 10~3F        | 1/4~16/16          |   |   |   |   |   |
|  1610 |     | Pattern 01            | (Reserved)                                 |              |                    |   |   |   |   |   |
|  1611 |     | Pattern 01            | (Reserved)                                 |              |                    |   |   |   |   |   |
|  1612 |     | Pattern 01            | Event Offset                               | 000000~249EF8| 0~2399992          |   |   |   |   |   |
|  1613 |     |                       |                                            |              |                    |   |   |   |   |   |
|  1614 |     |                       |                                            |              |                    |   |   |   |   |   |
|  1615 |     |                       |                                            |              |                    |   |   |   |   |   |
+=======+=====+=======================+============================================+==============+====================+===+===+===+===+===+
|  1616 |     | Pattern 02            | Name                                       |              |                    |   |   |   |   |   |
|  1617 |     | Pattern 02            | Name                                       |              |                    |   |   |   |   |   |
|  1618 |     | Pattern 02            | Name                                       |              |                    |   |   |   |   |   |
|  1619 |     | Pattern 02            | Name                                       |              |                    |   |   |   |   |   |
|  1620 |     | Pattern 02            | Name                                       |              |                    |   |   |   |   |   |
|  1621 |     | Pattern 02            | Name                                       |              |                    |   |   |   |   |   |
|  1622 |     | Pattern 02            | Name                                       |              |                    |   |   |   |   |   |
|  1623 |     | Pattern 02            | Name                                       |              |                    |   |   |   |   |   |
|  1624 |     | Pattern 02            | Name                                       |              |                    |   |   |   |   |   |
|  1625 |     | Pattern 02            | Name                                       |              |                    |   |   |   |   |   |
|  1626 |     | Pattern 02            | Name                                       |              |                    |   |   |   |   |   |
|  1627 |     | Pattern 02            | Name                                       |              |                    |   |   |   |   |   |
|  1628 |     | Pattern 02            | Name                                       |              |                    |   |   |   |   |   |
|  1629 |     | Pattern 02            | Name                                       |              |                    |   |   |   |   |   |
|  1630 |     | Pattern 02            | Name                                       |              |                    |   |   |   |   |   |
|  1631 |     | Pattern 02            | Name                                       |              |                    |   |   |   |   |   |
|  1632 |     | Pattern 02            | Name                                       |              |                    |   |   |   |   |   |
|  1633 |     | Pattern 02            | Name                                       |              |                    |   |   |   |   |   |
|  1634 |     | Pattern 02            | Name                                       |              |                    |   |   |   |   |   |
|  1635 |     | Pattern 02            | Name                                       |              |                    |   |   |   |   |   |
|  1636 |     | Pattern 02            | Name                                       |              |                    |   |   |   |   |   |
|  1637 |     | Pattern 02            | Name                                       |              |                    |   |   |   |   |   |
|  1638 |     | Pattern 02            | Name                                       |              |                    |   |   |   |   |   |
|  1639 |     | Pattern 02            | Name                                       |              |                    |   |   |   |   |   |
|  1640 |     | Pattern 02            | Length                                     | 01~63        | 0~99               |   |   |   |   |   |
|  1641 |     | Pattern 02            | Meter                                      | 10~3F        | 1/4~16/16          |   |   |   |   |   |
|  1642 |     | Pattern 02            | (Reserved)                                 |              |                    |   |   |   |   |   |
|  1643 |     | Pattern 02            | (Reserved)                                 |              |                    |   |   |   |   |   |
|  1644 |     | Pattern 02            | Event Offset                               | 000000~249EF8| 0~2399992          |   |   |   |   |   |
|  1645 |     |                       |                                            |              |                    |   |   |   |   |   |
|  1646 |     |                       |                                            |              |                    |   |   |   |   |   |
|  1647 |     |                       |                                            |              |                    |   |   |   |   |   |
+=======+=====+=======================+============================================+==============+====================+===+===+===+===+===+
|  1648 |     | Pattern 03            | Name                                       |              |                    |   |   |   |   |   |
|  1649 |     | Pattern 03            | Name                                       |              |                    |   |   |   |   |   |
|  1650 |     | Pattern 03            | Name                                       |              |                    |   |   |   |   |   |
|  1651 |     | Pattern 03            | Name                                       |              |                    |   |   |   |   |   |
|  1652 |     | Pattern 03            | Name                                       |              |                    |   |   |   |   |   |
|  1653 |     | Pattern 03            | Name                                       |              |                    |   |   |   |   |   |
|  1654 |     | Pattern 03            | Name                                       |              |                    |   |   |   |   |   |
|  1655 |     | Pattern 03            | Name                                       |              |                    |   |   |   |   |   |
|  1656 |     | Pattern 03            | Name                                       |              |                    |   |   |   |   |   |
|  1657 |     | Pattern 03            | Name                                       |              |                    |   |   |   |   |   |
|  1658 |     | Pattern 03            | Name                                       |              |                    |   |   |   |   |   |
|  1659 |     | Pattern 03            | Name                                       |              |                    |   |   |   |   |   |
|  1660 |     | Pattern 03            | Name                                       |              |                    |   |   |   |   |   |
|  1661 |     | Pattern 03            | Name                                       |              |                    |   |   |   |   |   |
|  1662 |     | Pattern 03            | Name                                       |              |                    |   |   |   |   |   |
|  1663 |     | Pattern 03            | Name                                       |              |                    |   |   |   |   |   |
|  1664 |     | Pattern 03            | Name                                       |              |                    |   |   |   |   |   |
|  1665 |     | Pattern 03            | Name                                       |              |                    |   |   |   |   |   |
|  1666 |     | Pattern 03            | Name                                       |              |                    |   |   |   |   |   |
|  1667 |     | Pattern 03            | Name                                       |              |                    |   |   |   |   |   |
|  1668 |     | Pattern 03            | Name                                       |              |                    |   |   |   |   |   |
|  1669 |     | Pattern 03            | Name                                       |              |                    |   |   |   |   |   |
|  1670 |     | Pattern 03            | Name                                       |              |                    |   |   |   |   |   |
|  1671 |     | Pattern 03            | Name                                       |              |                    |   |   |   |   |   |
|  1672 |     | Pattern 03            | Length                                     | 01~63        | 0~99               |   |   |   |   |   |
|  1673 |     | Pattern 03            | Meter                                      | 10~3F        | 1/4~16/16          |   |   |   |   |   |
|  1674 |     | Pattern 03            | (Reserved)                                 |              |                    |   |   |   |   |   |
